WP, 20, 2014102906,   , BEST,   0, 124N, 1436E,  15, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  40,   0,   0, 
WP, 20, 2014102912,   , BEST,   0, 125N, 1428E,  15, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  40,   0,   0, 
WP, 20, 2014102918,   , BEST,   0, 126N, 1421E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  40,   0,   0, 
WP, 20, 2014103000,   , BEST,   0, 126N, 1413E,  15, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  45,   0,   0, 
WP, 20, 2014103006,   , BEST,   0, 128N, 1396E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1007,  200,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2014103012,   , BEST,   0, 129N, 1386E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1007,  180,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2014103018,   , BEST,   0, 128N, 1379E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  170,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 20, 2014103100,   , BEST,   0, 127N, 1372E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  160,  40,   0,   0,   W,   0,    ,   0,   0,     TWENTY, S,  0,    ,    0,    0,    0,    0,         TRANSITIONED, wpF62014 to wp202014
WP, 20, 2014103106,   , BEST,   0, 126N, 1364E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1005,  180,  40,   0,   0,   W,   0,    ,   0,   0,     TWENTY, M, 
WP, 20, 2014103112,   , BEST,   0, 128N, 1354E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1005,  190,  50,   0,   0,   W,   0,    ,   0,   0,       NURI, M, 
WP, 20, 2014103118,   , BEST,   0, 129N, 1346E,  45,  989, TS,  34, NEQ,   45,   35,   35,   40, 1005,  190,  45,   0,   0,   W,   0,    ,   0,   0,       NURI, M, 
WP, 20, 2014110100,   , BEST,   0, 131N, 1341E,  55,  982, TS,  34, NEQ,   65,   55,   55,   60, 1005,  200,  25,   0,   0,   W,   0,    ,   0,   0,       NURI, M, 
WP, 20, 2014110100,   , BEST,   0, 131N, 1341E,  55,  982, TS,  50, NEQ,   25,   25,   25,   25, 1005,  200,  25,   0,   0,   W,   0,    ,   0,   0,       NURI, M, 
WP, 20, 2014110106,   , BEST,   0, 135N, 1338E,  55,  982, TS,  34, NEQ,   65,   55,   55,   60, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,       NURI, M, 
WP, 20, 2014110106,   , BEST,   0, 135N, 1338E,  55,  982, TS,  50, NEQ,   25,   25,   25,   25, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,       NURI, M, 
WP, 20, 2014110112,   , BEST,   0, 142N, 1336E,  65,  974, TY,  34, NEQ,   85,   70,   70,   80, 1004,  200,  30,   0,   0,   W,   0,    ,   0,   0,       NURI, D, 
WP, 20, 2014110112,   , BEST,   0, 142N, 1336E,  65,  974, TY,  50, NEQ,   35,   25,   25,   30, 1004,  200,  30,   0,   0,   W,   0,    ,   0,   0,       NURI, D, 
WP, 20, 2014110118,   , BEST,   0, 149N, 1331E,  75,  967, TY,  34, NEQ,  110,  110,  100,  100, 1004,  210,  20,   0,   0,   W,   0,    ,   0,   0,       NURI, D, 
WP, 20, 2014110118,   , BEST,   0, 149N, 1331E,  75,  967, TY,  50, NEQ,   45,   45,   40,   40, 1004,  210,  20,   0,   0,   W,   0,    ,   0,   0,       NURI, D, 
